code,title,class_kind,parent,module
ME66.6,Rash,category,,MMS
ME84.3,Sciatica,category,,MMS
MF50.1,Pollakiuria,category,,MMS
MF50.4,Haematuria,category,,MMS
MF50.7,Dysuria,category,,MMS
MF55,Polyuria,category,,MMS
MF84,Pauci-immune proliferative glomerulonephritis,category,,MMS
MF85,Anti-glomerular basement membrane antibody mediated disease,category,,MMS
MF90,Acetonuria,category,,MMS
MF91,Bilirubinuria,category,,MMS
MF92,Chyluria,category,,MMS
MF93,Glycosuria,category,,MMS
MF94,Haemoglobinuria,category,,MMS
MF95,Myoglobinuria,category,,MMS
MF96,Proteinuria,category,,MMS
MF97,Pyuria,category,,MMS
MF98.0,Hypercalciuria,category,,MMS
MF98.1,Hyperkaluria,category,,MMS
MF98.2,Hypermagnesuria,category,,MMS
MF98.3,Hypocalciuria,category,,MMS
MF98.4,Hypokaluria,category,,MMS
MF98.5,Hypomagnesuria,category,,MMS
MF98.6,Hypophosphaturia,category,,MMS
MG20,Cachexia,category,,MMS
MG21,Chills,category,,MMS
MG22,Fatigue,category,,MMS
MG29,Oedema,category,,MMS
MG40,Shock,category,,MMS
MG43.0,Polydipsia,category,,MMS
MG43.1,Overeating,category,,MMS
MG43.2,Abulia,category,,MMS
MG43.7,Anorexia,category,,MMS
MG50.23,Fourth-generation cephalosporins resistant Escherichia coli,category,,MMS
MG50.52,Third-generation cephalosporin resistant Klebsiella pneumoniae,category,,MMS
MG50.53,Fourth-generation cephalosporin resistant Klebsiella pneumoniae,category,,MMS
MG50.56,Extended-spectrum beta-lactamase producing Klebsiella pneumoniae,category,,MMS
MG50.80,Carbapenem-resistant Pseudomonas aeruginosa,category,,MMS
MG50.81,Polymyxin-resistant Pseudomonas aeruginosa,category,,MMS
MG50.A2,Third-generation cephalosporins resistant Shigella,category,,MMS
MG50.C1,Third-generation cephalosporin resistant Enterobacterales,category,,MMS
MG51.02,Penicillinase-stable beta lactams resistant Staphylococcus aureus,category,,MMS
MG51.12,Third-generation cephalosporins resistant Streptococcus pneumoniae,category,,MMS
MG52.00,Multi-Drug resistant Mycobacterium Tuberculosis,category,,MMS
NA07.0,Concussion,category,,MMS
NA23.10,Cranio-cervical dissociation,category,,MMS
NA23.11,Atlanto-Axial dislocation,category,,MMS
NA31.4,Brown-Sequard syndrome of cervical spinal cord,category,,MMS
NA91.4,Brown-Sequard syndrome of thoracic spinal cord,category,,MMS
NB62.4,Brown-Sequard syndrome of lumbar spinal cord,category,,MMS
ND73.20,Trichobezoar,category,,MMS
NE82.03,Pacemaker-induced Cardiomyopathy,category,,MMS
NF02,Hypothermia,category,,MMS
NF03.0,Chilblains,category,,MMS
NF05,Asphyxiation,category,,MMS
PL13.2,"Drug-related injury or harm in the context of correct administration or dosage,as mode of injury or harm",category,,MMS
PL14.0,Non-administration of necessary Drug,category,,MMS
QA01.1,Pre-employment examination,category,,MMS
QA04.0,Blood-Alcohol or Blood-Drug test,category,,MMS
QA06,Follow-up examination After Treatment for malignant neoplasms,category,,MMS
QA07,Follow-up examination After Treatment for conditions other than malignant neoplasms,category,,MMS
QA07.0,Follow-up examination After organ transplant,category,,MMS
QA07.Z,"Follow-up examination After Treatment for conditions other than malignant neoplasms,unspecified",category,,MMS
QA80,Non-administration of necessary Drug without injury or harm,category,,MMS
QA81,Non-provision of necessary procedure without injury or harm,category,,MMS
QB83,Follow-up care involving plastic surgery,category,,MMS
QB84,Follow-up care involving removal of fracture plate or other internal fixation device,category,,MMS
QB95.4,Psychotherapy,category,,MMS
QB99,Apheresis,category,,MMS
QC05.0,Isolation,category,,MMS
QC30,Malingering,category,,MMS
QD50,Poverty,category,,MMS
QD71.0,Homelessness,category,,MMS
QD85,Burnout,category,,MMS
QE52.0,Caregiver-child relationship problem,category,,MMS
RA01,COVID-19,category,,MMS
SC73,Non-inflammatory eyelid disorder (#REF!),category,,MMS
SE00,Summer-heat disorder (#REF!),category,,MMS
SE7Z,"Principle-based patterns (#REF!),unspecified",category,,MMS
SE84,Fire-heat factor pattern (#REF!),category,,MMS
SE85,Summer-heat factor pattern (#REF!),category,,MMS
SF12,Dry-phlegm pattern (#REF!),category,,MMS
SF14,phlegm-Fire harassing the heart system pattern (#REF!),category,,MMS
SF15,Wind-phlegm pattern (#REF!),category,,MMS
SF5A,liver-gallbladder dampness-heat pattern (#REF!),category,,MMS
SF78,dampness-heat encumbering the spleen system pattern (#REF!),category,,MMS
SF7B,Cold-dampness encumbering the spleen system pattern (#REF!),category,,MMS
SF8A,Wind-heat invading the lung pattern (#REF!),category,,MMS
SF8C,Wind-Cold fettering the lung pattern (#REF!),category,,MMS
SF9B,dampness-heat in the uterus pattern (#REF!),category,,MMS
VW01,Conversation,category,,MMS
VW13,Walking,category,,MMS
VW22,Toileting,category,,MMS
VW23,Dressing,category,,MMS
VW24,eating,category,,MMS
VW2Z,"Self-care,unspecified",category,,MMS
XS8H,,category,,MMS
XS5W,Mild,category,,MMS
XS0T,Moderate,category,,MMS
XS25,Severe,category,,MMS
XS2R,Profound,category,,MMS
XT5G,Intermittent,category,,MMS
XT6Z,Persistent,category,,MMS
XT3B,Asymptomatic,category,,MMS
XT1T,Subclinical,category,,MMS
XT98,Active,category,,MMS
XT7X,Episodic,category,,MMS
XT4M,Prodromal,category,,MMS
XT44,Recurrent,category,,MMS
XT4D,Relapse,category,,MMS
XT5R,acute,category,,MMS
XT1L,Subacute,category,,MMS
XT8W,chronic,category,,MMS
XT0S,pregnancy,category,,MMS
XT4Z,Postpartum,category,,MMS
XT1G,puerperium,category,,MMS
XT77,Antenatal-WHO Standard,category,,MMS
XT5L,Antenatal-Aus. Standard,category,,MMS
XT5P,Antenatal-Can. Standard,category,,MMS
XT04,Antenatal-Ger. Standard,category,,MMS
XT9S,Antenatal-US Standard,category,,MMS
XT16,Neonatal,category,,MMS
XT3N,Perinatal,category,,MMS
XT2C,Infancy,category,,MMS
XT7M,adolescent,category,,MMS
XT6S,Adult,category,,MMS
XB8M,congenital,category,,MMS
XB7K,hereditary,category,,MMS
XB8D,Iatrogenic,category,,MMS
XB5F,Idiopathic,category,,MMS
XB1Y,Familial,category,,MMS
XB25,Nosocomial,category,,MMS
XB4Q,Environmental,category,,MMS
XB5W,Life-style,category,,MMS
XT9T,Ageing-related,category,,MMS
XN25B,Acinetobacter,category,,MMS
XN048,Anaplasma,category,,MMS
XN3NJ,Bartonella,category,,MMS
XN9W3,Bordetella,category,,MMS
XN22N,Brucella,category,,MMS
XN01M,Burkholderia,category,,MMS
XN7US,Campylobacter,category,,MMS
XN27H,Chlamydia,category,,MMS
XN0FZ,Citrobacter,category,,MMS
XN5H6,Coxiella,category,,MMS
XN9M7,Ehrlichia,category,,MMS
XN1VF,Eikenella,category,,MMS
XN9W5,Enterobacter,category,,MMS
XN4WC,Escherichia,category,,MMS
XN94G,Francisella,category,,MMS
XN4LF,Fusobacterium,category,,MMS
XN2HK,Haemophilus,category,,MMS
XN6XR,Helicobacter,category,,MMS
XN620,Klebsiella,category,,MMS
XN3SZ,Legionella,category,,MMS
XN9RA,Leptospira,category,,MMS
XN2JD,Leptotrichia,category,,MMS
XN90V,Moraxella,category,,MMS
XN8G6,Morganella,category,,MMS
XN1W2,Mycoplasma,category,,MMS
XN69X,Neisseria,category,,MMS
XN8ST,Neorickettsia,category,,MMS
XN3U2,Pasteurella,category,,MMS
XN1ZM,Pleisiomonas,category,,MMS
XN3BS,Proteus,category,,MMS
XN7R2,Providencia,category,,MMS
XN022,Pseudomonas,category,,MMS
XN4YH,Rickettsia,category,,MMS
XN0QE,Salmonellae,category,,MMS
XN23Z,Spirillum,category,,MMS
XN708,Streptobacillus,category,,MMS
XN1L0,Stenotrophomonas,category,,MMS
XN36C,Treponema,category,,MMS
XN1R2,Ureaplasma,category,,MMS
XN8RL,Vibrio,category,,MMS
XN4QG,Yersinia,category,,MMS
XN65H,Bacteroides,category,,MMS
XN3G0,Actinomyces,category,,MMS
XN8EK,Actinomycetales,category,,MMS
XN8P7,Actinomadura,category,,MMS
XN9ZE,Bacillus,category,,MMS
XN33F,Bifidobacterium,category,,MMS
XN198,Clostridium,category,,MMS
XN3NT,Corynebacterium,category,,MMS
XN1F7,Enterococcus,category,,MMS
XN494,Erysipelothrix,category,,MMS
XN4D1,Listeria,category,,MMS
XN20K,Nocardia,category,,MMS
XN5M7,Propionibacterium,category,,MMS
XN9ZG,Staphylococcus,category,,MMS
XN4B5,Panton-Valentine Leukocidin鈥損roducing Staphylococcus aureus,category,,MMS
XN3NM,Streptococcus,category,,MMS
XN1V3,Alpha-hemolytic Streptococcus,category,,MMS
XN1AF,beta-haemolytic Streptococcus,category,,MMS
XN2NS,Gamma-haemolytic Streptococcus,category,,MMS
XN7PP,Tropheryma,category,,MMS
XN2DX,Borrelia,category,,MMS
XN2NR,Mycobacterium,category,,MMS
XN96Q,Non-tuberculous Mycobacterium,category,,MMS
XN000,Adenovirus,category,,MMS
XN0R0,Atadenovirus,category,,MMS
XN05K,Aviadenovirus,category,,MMS
XN728,Ichtadenovirus,category,,MMS
XN93P,Mastadenovirus,category,,MMS
XN13L,Siadenovirus,category,,MMS
XN6ME,Alphavirus,category,,MMS
XN1BE,Arbovirus,category,,MMS
XN8AC,Arenavirus,category,,MMS
XN5VM,Bornavirus,category,,MMS
XN7S5,Bunyavirus,category,,MMS
XN17V,Crimean-Congo haemorrhagic fever virus,category,,MMS
XN4S8,Orthobunyavirus,category,,MMS
XN9RK,Calicivirus,category,,MMS
XN4EB,Lagovirus,category,,MMS
XN8L1,Nebovirus,category,,MMS
XN3Y2,Norovirus,category,,MMS
XN9EH,Sapovirus,category,,MMS
XN0R6,Vesivirus,category,,MMS
XN83D,Coronavirus,category,,MMS
XN109,SARS-CoV-2,category,,MMS
XN2P0,Enterovirus,category,,MMS
XN3MC,Coxsackievirus,category,,MMS
XN2TU,Echovirus,category,,MMS
XN3M0,Poliovirus,category,,MMS
XN19Z,Rhinovirus,category,,MMS
XN6R5,Filovirus,category,,MMS
XN0AC,Flavivirus,category,,MMS
XN0L1,Tick-borne encephalitis virus,category,,MMS
XN6DH,Ictalurvirus,category,,MMS
XN465,Alphaherpesvirinae,category,,MMS
XN42C,Mardivirus,category,,MMS
XN4P4,Iltovirus,category,,MMS
XN8TA,Betaherpesvirinae,category,,MMS
XN3SQ,Cytomegalovirus,category,,MMS
XN5FN,Muromegalovirus,category,,MMS
XN1GF,Roseolavirus,category,,MMS
XN2VN,Gammaherpesvirinae,category,,MMS
XN0R2,Epstein-Barr virus,category,,MMS
XN7NE,Rhadinovirus,category,,MMS
XN33B,Lyssavirus,category,,MMS
XN8R7,Orthopolyomavirus,category,,MMS
XN82V,Paramyxovirus,category,,MMS
XN98T,Henipavirus,category,,MMS
XN4QJ,Rubulavirus,category,,MMS
XN7X8,Parvovirus,category,,MMS
XN8PS,Erythrovirus,category,,MMS
XN8W9,Pneumovirus,category,,MMS
XN9WH,Polyomavirus,category,,MMS
XN7UC,Poxvirus,category,,MMS
XN32K,Orthopoxvirus,category,,MMS
XN5G8,Molluscipoxvirus,category,,MMS
XN22T,Reovirus,category,,MMS
XN6FR,Retrovirus,category,,MMS
XN2R0,Alpharetrovirus,category,,MMS
XN0TH,Betaretrovirus,category,,MMS
XN787,Deltaretrovirus,category,,MMS
XN6HX,Epsilonretrovirus,category,,MMS
XN4K8,Gammaretrovirus,category,,MMS
XN5R7,Lentivirus,category,,MMS
XN6JB,Oncovirus,category,,MMS
XN6N7,Rotavirus,category,,MMS
XN2F7,Rubivirus,category,,MMS
XN0WC,Aspergillus,category,,MMS
XN4XX,Basidiobolus,category,,MMS
XN08A,Blastomyces,category,,MMS
XN3CL,Candida,category,,MMS
XN066,Chromomycosis,category,,MMS
XN106,Chrysosporium,category,,MMS
XN7Q9,Coccidioides,category,,MMS
XN62A,Conidiobolus,category,,MMS
XN69C,Cryptococcus,category,,MMS
XN3AG,Geotrichum,category,,MMS
XN9LU,Histoplasma,category,,MMS
XN119,Hortaea,category,,MMS
XN3CM,Lacazia,category,,MMS
XN9ZX,Loboa,category,,MMS
XN43L,Malassezia,category,,MMS
XN9ZV,Microsporidia,category,,MMS
XN1NU,Mucor,category,,MMS
XN7RH,Paracoccidioides,category,,MMS
XN79A,Talaromyces,category,,MMS
XN4YW,Piedraia,category,,MMS
XN5XK,Pneumocystidomycetes,category,,MMS
XN3NS,Pseudallescheria,category,,MMS
XN720,Rhinosporidium,category,,MMS
XN200,Sporothrix,category,,MMS
XN766,Trichosporon,category,,MMS
XN9CG,Ancylostoma,category,,MMS
XN7A5,Angiostrongylus,category,,MMS
XN574,Anisakis,category,,MMS
XN9PQ,Ascaris,category,,MMS
XN0JL,Brugia,category,,MMS
XN8T0,Capillaria,category,,MMS
XN9GC,Clonorchis,category,,MMS
XN3QD,Dicrocoelium,category,,MMS
XN6EF,Diphyllobothrium,category,,MMS
XN570,Dipylidium,category,,MMS
XN15W,Dirofilaria,category,,MMS
XN7A6,Dracunculus,category,,MMS
XN84K,Echinococcus,category,,MMS
XN801,Echinostoma,category,,MMS
XN1DG,Enterobius,category,,MMS
XN1H3,Fasciola,category,,MMS
XN35Y,Fasciolopsis,category,,MMS
XN0H2,Gnathostoma,category,,MMS
XN23M,Heterophyes,category,,MMS
XN69Y,Hookworm,category,,MMS
XN629,Hymenolepis,category,,MMS
XN8ZQ,Loa,category,,MMS
XN5Z0,Mansonella,category,,MMS
XN123,Metagonimus,category,,MMS
XN3E8,Nanophyetus,category,,MMS
XN9T3,Necator,category,,MMS
XN7L5,Oesophagostomum,category,,MMS
XN9R1,Onchocerca,category,,MMS
XN91W,Opisthorchis,category,,MMS
XN27A,Paragonimus,category,,MMS
XN78L,Schistosoma,category,,MMS
XN5B9,Sparganum,category,,MMS
XN89M,Spirometra,category,,MMS
XN07X,Strongyloides,category,,MMS
XN5RB,Syngamus,category,,MMS
XN0D8,Taenia,category,,MMS
XN8DL,Ternidens,category,,MMS
XN2L3,Toxocara,category,,MMS
XN597,Trichinella,category,,MMS
XN025,Trichostrongylus,category,,MMS
XN4MM,Trichuris,category,,MMS
XN0H3,Wuchereria,category,,MMS
XN0HM,Acanthamoeba,category,,MMS
XN7S2,Amoeba,category,,MMS
XN9YX,Babesia,category,,MMS
XN7ZS,Balantidium,category,,MMS
XN6UY,Blastocystis,category,,MMS
XN1XA,Coccidia,category,,MMS
XN8LE,Cryptosporidium,category,,MMS
XN7VL,Cyclospora,category,,MMS
XN3S1,Entamoeba,category,,MMS
XN6H5,Giardia,category,,MMS
XN4Y2,Isospora,category,,MMS
XN8JE,Leishmania,category,,MMS
XN1M1,Naegleria,category,,MMS
XN5FW,Plasmodium,category,,MMS
XN92F,Sarcocystis,category,,MMS
XN7HC,Toxoplasma,category,,MMS
XN316,Trichomonas,category,,MMS
XN9H4,Trypanosoma,category,,MMS
XN4RB,Demodex,category,,MMS
XN9EL,Dermanyssus,category,,MMS
XN2K0,Leech,category,,MMS
XN0ZB,Liponyssoides,category,,MMS
XN0D5,Pediculus,category,,MMS
XN84U,Phthirus,category,,MMS
XN3E3,Sarcoptes,category,,MMS
XN7Z8,Trombicula,category,,MMS
XN6VS,Tunga,category,,MMS
XN2GY,Porocephalidae,category,,MMS
XN7AM,Prion,category,,MMS
XN42T,Prototheca,category,,MMS
XN47C,Pythium,category,,MMS
XK7V,anterior,category,,MMS
XK8L,Posterior,category,,MMS
XK9H,Medial,category,,MMS
XK09,Lateral,category,,MMS
XK5N,Superior,category,,MMS
XK4H,Inferior,category,,MMS
XK4M,Ventral,category,,MMS
XK87,Dorsal,category,,MMS
XK6J,Proximal,category,,MMS
XK6C,Distal,category,,MMS
XK3Z,Ipsilateral,category,,MMS
XK3Y,Contralateral,category,,MMS
XK2H,External,category,,MMS
XK49,internal,category,,MMS
XK7F,superficial,category,,MMS
XK16,Deep,category,,MMS
XK9J,Bilateral,category,,MMS
XK8G,Left,category,,MMS
XK9K,Right,category,,MMS
XK62,Brachial,category,,MMS
XK07,Caudal,category,,MMS
XK2K,Cranial,category,,MMS
XK0P,Infratentorial,category,,MMS
XK18,Supratentorial,category,,MMS
XA8EC5,Blood,category,,MMS
XA32R4,Leucocytes,category,,MMS
XA2WC0,Granulocytes,category,,MMS
XA8C44,Neutrophils,category,,MMS
XA5G96,Basophils,category,,MMS
XA0V82,eosinophils,category,,MMS
XA46Q2,Monocytes,category,,MMS
XM8QV9,Erythrocytes,category,,MMS
XA10B5,Platelets,category,,MMS
XA7UR0,Plasma,category,,MMS
XA8LY0,Erythroblast,category,,MMS
XA0TJ1,Lymphoblast,category,,MMS
XA8373,Thymus,category,,MMS
XA7FU9,spleen,category,,MMS
XA5A75,Jugulo-omohyoid lymph node,category,,MMS
XA05C1,Intra-abdominal lymph nodes,category,,MMS
XA1CN1,Hypothalamus,category,,MMS
XA1EU3,Pineal聽gland,category,,MMS
XA8J35,Pituitary聽gland,category,,MMS
XA8RK3,Thyroid聽gland,category,,MMS
XA1342,Parathyroid聽gland,category,,MMS
XA0NE9,Adrenal聽gland,category,,MMS
XA8956,Adrenal聽cortex,category,,MMS
XA6SS0,Adrenal聽medulla,category,,MMS
XA0AK4,Meninges,category,,MMS
XA9738,Brain,category,,MMS
XA1M33,Cerebrum,category,,MMS
XA7BD1,Hippocampus,category,,MMS
XA7J78,Uncus,category,,MMS
XA1XY9,Amygdala,category,,MMS
XA7L93,Thalamus,category,,MMS
XA8KA5,Putamen,category,,MMS
XA00D6,Claustrum,category,,MMS
XA0XP7,Insula,category,,MMS
XA84G1,Operculum,category,,MMS
XA4F88,Pallium,category,,MMS
XA0Z39,Rhinencephalon,category,,MMS
XA6AV3,Intracerebrum,category,,MMS
XA1CW2,Cerebellum,category,,MMS
XA6J38,Ependyma,category,,MMS
XA8AT9,Brainstem,category,,MMS
XA17J6,Medulla,category,,MMS
XA5KS6,Midbrain,category,,MMS
XA9CM4,Pons,category,,MMS
XA5KN2,Olives,category,,MMS
XA5097,Pyramid,category,,MMS
XA0462,Thoraco-abdominal nerve,category,,MMS
XA9519,Paraganglion,category,,MMS
XA8S02,Para-aortic Body,category,,MMS
XA7D89,Eye,category,,MMS
XA3RB1,Eyelids,category,,MMS
XA8PS3,Conjunctiva,category,,MMS
XA0M40,eyeball,category,,MMS
XA2AF4,Sclera,category,,MMS
XA4C02,Cornea,category,,MMS
XA4MT3,Uvea,category,,MMS
XA96A7,Choroid,category,,MMS
XA3GW7,Iris,category,,MMS
XA0B15,Pupil,category,,MMS
XA8WV8,Retina,category,,MMS
XA2U02,Fovea,category,,MMS
XA75Y9,Lacrimal聽gland,category,,MMS
XA2WJ9,Orbit,category,,MMS
XA01U5,Ear,category,,MMS
XA0JV0,Cochlea,category,,MMS
XA0L54,Labyrinth,category,,MMS
XA4E71,Pinna,category,,MMS
XA7V14,Antihelix,category,,MMS
XA0TW7,Earlobe,category,,MMS
XA5999,Arteries,category,,MMS
XA9TP5,Musculo-articular branch of the Descending genicular artery,category,,MMS
XA6Y34,Aorta,category,,MMS
XA5J49,Veins,category,,MMS
XA6H07,heart,category,,MMS
XA2XU0,Pericardium,category,,MMS
XA37Q8,Epicardium,category,,MMS
XA3227,Endocardium,category,,MMS
XA8ZQ8,Apical-Lateral wall of heart,category,,MMS
XA6GR4,Basal-Lateral wall of heart,category,,MMS
XA8SK6,Myocardium,category,,MMS
XA9AZ1,Nasopharynx,category,,MMS
XA5AS8,Adenoid,category,,MMS
XA2RH5,Larynx,category,,MMS
XA9ZY9,Epiglottis,category,,MMS
XA7AE7,Glottis,category,,MMS
XA26H1,Trachea,category,,MMS
XA57M6,lung,category,,MMS
XA4JA0,Carina,category,,MMS
XA61M6,Bronchus,category,,MMS
XA5437,Bronchioles,category,,MMS
XA5772,Alveoli,category,,MMS
XA5TT2,Pleura,category,,MMS
XA8182,Mouth,category,,MMS
XA54T3,Gingivae,category,,MMS
XA6CZ2,Teeth,category,,MMS
XA5B71,Pulp,category,,MMS
XA6FX3,Dentin,category,,MMS
XA5R09,Enamel,category,,MMS
XA4KC7,Cementum,category,,MMS
XA7ZA6,Palate,category,,MMS
XA2993,Uvula,category,,MMS
XA1T19,Tongue,category,,MMS
XA93V5,Pharynx,category,,MMS
XA4J67,Oropharynx,category,,MMS
XA88V4,Vallecula,category,,MMS
XA2J67,Hypopharynx,category,,MMS
XA0828,Oesophagus,category,,MMS
XA7MC7,Stomach,category,,MMS
XA9780,Duodenum,category,,MMS
XA8UM1,Jejunum,category,,MMS
XA0QT6,Ileum,category,,MMS
XA6J68,Caecum,category,,MMS
XA03U9,colon,category,,MMS
XA8PW4,Appendix,category,,MMS
XA4KU2,Rectum,category,,MMS
XA0D34,Anus,category,,MMS
XA5DY0,liver,category,,MMS
XA8KL9,gallbladder,category,,MMS
XA3QC5,pancreas,category,,MMS
XA0KZ0,Peritoneum,category,,MMS
XA6S21,Retroperitoneum,category,,MMS
XA43V8,Mesentery,category,,MMS
XA6DF7,Omentum,category,,MMS
XA46W1,Mesoappendix,category,,MMS
XA4QM7,Mesocolon,category,,MMS
XA0364,skin,category,,MMS
XA3JN1,Epidermis,category,,MMS
XA8T72,hair,category,,MMS
XA1RK2,Eyelashes,category,,MMS
XA6Q52,nail,category,,MMS
XA5US0,Perionychium,category,,MMS
XA1ES4,Eponychium,category,,MMS
XA0NS1,Hyponychium,category,,MMS
XA6PJ1,Acrosyringium,category,,MMS
XA1QT7,Dermis,category,,MMS
XA2013,Hypodermis,category,,MMS
XA2BH0,Calvarium,category,,MMS
XA33W1,Occiput,category,,MMS
XA68N3,Mastoid,category,,MMS
XA51B7,Mandible,category,,MMS
XA7VK5,Maxilla,category,,MMS
XA4D04,Incus,category,,MMS
XA5DS8,Malleus,category,,MMS
XA3WA4,Stapes,category,,MMS
XA7MS2,Vertebra,category,,MMS
XA2XE8,Atlas,category,,MMS
XA17N0,Axis,category,,MMS
XA14W3,Sacrum,category,,MMS
XA4V28,Coccyx,category,,MMS
XA5TK7,Rib,category,,MMS
XA6NB3,Sternum,category,,MMS
XA0K13,Manubrium,category,,MMS
XA2RB7,Xiphoid,category,,MMS
XA8Y23,Pelvis,category,,MMS
XA5FT5,Ilium,category,,MMS
XA5L47,Ischium,category,,MMS
XA82W3,Pubis,category,,MMS
XA6Z32,Acetabulum,category,,MMS
XA6384,Clavicle,category,,MMS
XA53X6,Scapula,category,,MMS
XA3664,Acromion,category,,MMS
XA2XL4,Humerus,category,,MMS
XA3WG1,Radius,category,,MMS
XA5007,Ulna,category,,MMS
XA09H2,Carpal聽bones,category,,MMS
XA6BA0,Femur,category,,MMS
XA32G0,Trochanter,category,,MMS
XA00N4,Pertrochanter,category,,MMS
XA4T36,patella,category,,MMS
XA44U1,Tibia,category,,MMS
XA3KT5,Fibula,category,,MMS
XA7NN4,Tarsal聽bone,category,,MMS
XA5LU2,Calcaneus,category,,MMS
XA1LF4,Talus,category,,MMS
XA6VH2,Metatarsal聽bone,category,,MMS
XA6VF6,Mesovarium,category,,MMS
XA6CV1,Mesosalpinx,category,,MMS
XA3AN2,Mesometrium,category,,MMS
XA1CK9,Oligoarticular,category,,MMS
XA3FU7,Polyarticular,category,,MMS
XA4BF0,Monoarticular,category,,MMS
XA2JL0,Diaphragm,category,,MMS
XA15P6,Interossei-Dorsal of foot muscle,category,,MMS
XA8TS8,Interossei-plantar of foot muscle,category,,MMS
XA2C51,Enthesis,category,,MMS
XA16K5,Bursa,category,,MMS
XA6KU8,kidney,category,,MMS
XA40R2,Glomerulus,category,,MMS
XA8AN8,Nephron,category,,MMS
XA7156,Ureter,category,,MMS
XA5TA5,Urethra,category,,MMS
XA7QV2,Penis,category,,MMS
XA71S4,Prepuce,category,,MMS
XA4947,Testis,category,,MMS
XA4D25,Epididymis,category,,MMS
XA78U5,Vulva,category,,MMS
XA4851,Clitoris,category,,MMS
XA1LK7,Vagina,category,,MMS
XA3A69,Hymen,category,,MMS
XA99N3,uterus,category,,MMS
XA8QA8,Endometrium,category,,MMS
XA2LU5,Myometrium,category,,MMS
XA9HG1,Parametrium,category,,MMS
XA1QK0,Ovary,category,,MMS
XA7TJ5,Ectoderm,category,,MMS
XA3HM5,Endoderm,category,,MMS
XA3D33,Mesoderm,category,,MMS
XA0PT3,mucosa,category,,MMS
XA3NA0,Embryo,category,,MMS
XA23B0,fetus,category,,MMS
XA8XR0,Amnion,category,,MMS
XA66R5,Chorion,category,,MMS
XA9YJ5,Allantois,category,,MMS
XA1NC2,Urachus,category,,MMS
XA90F8,Placenta,category,,MMS
XA20Q1,Head,category,,MMS
XA6CW5,Scalp,category,,MMS
XA86S4,Face,category,,MMS
XA6TR8,Forehead,category,,MMS
XA90D8,Glabella,category,,MMS
XA9T94,Temple,category,,MMS
XA1LZ5,Eyebrow,category,,MMS
XA7MK8,Cheek,category,,MMS
XA3H13,Nose,category,,MMS
XA1B05,Nostril,category,,MMS
XA4S17,Columella,category,,MMS
XA8JD4,lip,category,,MMS
XA5LY8,Philtrum,category,,MMS
XA2C62,Chin,category,,MMS
XA7AA6,Neck,category,,MMS
XA3FR3,Trunk,category,,MMS
XA5D93,Thorax,category,,MMS
XA12C1,Breast,category,,MMS
XA2JK3,Areola,category,,MMS
XA5MC5,Nipple,category,,MMS
XA6GV0,Abdomen,category,,MMS
XA8ZL8,Epigastrium,category,,MMS
XA3TD4,Hypochondrium,category,,MMS
XA3MT8,Umbilicus,category,,MMS
XA6N20,Hypogastrium,category,,MMS
XA2P90,Back,category,,MMS
XA8MT4,Scrotum,category,,MMS
XA53N9,Perineum,category,,MMS
XA6AS2,Extremities,category,,MMS
XA2ND5,Shoulder,category,,MMS
XA17J1,Axilla,category,,MMS
XA9FF8,Elbow,category,,MMS
XA7WB0,Forearm,category,,MMS
XA2J63,Wrist,category,,MMS
XA5R12,Hand,category,,MMS
XA3T43,Knuckles,category,,MMS
XA8DJ6,Thumb,category,,MMS
XA5PD5,Thumbnail,category,,MMS
XA0EH9,Fingernails,category,,MMS
XA3VA7,Buttock,category,,MMS
XA5S78,Thigh,category,,MMS
XA8KL5,Knee,category,,MMS
XA4K86,Calf,category,,MMS
XA67V4,Ankle,category,,MMS
XA47V8,foot,category,,MMS
XA99M7,Hindfoot,category,,MMS
XA5HK0,Heel,category,,MMS
XA5151,Midfoot,category,,MMS
XA5YL1,Forefoot,category,,MMS
XA4LC9,Toes,category,,MMS
XA9E36,Toenail,category,,MMS
XA53R0,Perichondrium,category,,MMS
XA7YP0,periodontium,category,,MMS
XA6FQ2,Periosteum,category,,MMS
XA56S9,Epithelium,category,,MMS
XA0FR0,Fascia,category,,MMS
XA1922,Gamete,category,,MMS
XA0182,Mesothelium,category,,MMS
XA1J91,Neuroglia,category,,MMS
XA1413,Neuron,category,,MMS
XA5BW5,Interneuron,category,,MMS
XA3G85,Synovium,category,,MMS
XA7WA2,Mediastinum,category,,MMS
XA2RT1,Precordium,category,,MMS
XH8P28,Lipoadenoma,category,,MMS
XH8UC1,Water-clear cell adenoma,category,,MMS
XH1NL5,Nesidioblastoma,category,,MMS
XH93H8,Gastrinoma,category,,MMS
XH7152,Glucagon-like peptide-producing Tumour,category,,MMS
XH7LW9,L-cell Tumour,category,,MMS
XH4NQ8,Glucagonoma,category,,MMS
XH2PF0,Enteroglucagonoma,category,,MMS
XH72E5,Vipoma,category,,MMS
XH5VH0,Somatostatinoma,category,,MMS
XH7AG8,ACTH-producing Tumour,category,,MMS
XH2035,"Bronchiolo-alveolar carcinoma,Non-mucinous",category,,MMS
XH7M15,Cholangiocarcinoma,category,,MMS
XH4KK0,Cyst-associated renal cell carcinoma,category,,MMS
XH0LH8,Enterochromaffin-like cell Tumour,category,,MMS
XH3XT5,Glycogen-rich carcinoma,category,,MMS
